english,icelandic,pos,definition_en,definition_is,status,source,alternatives,category,chapter,notes
halogen,halógen,,element in group 17,frumefni í hópi 17,approved,chemistry-society-csv,,periodic table,2,
heat,varmi,,,,approved,chemistry-society-csv,,concepts,,
varmi (q),varmi (q),,,flutningur varmaorku milli tveggja hluta,proposed,openstax-mt,,other,5,
heat capacity,varmarýmd,,,,approved,chemistry-society-csv,,other,,
varmarýmd (C),varmarýmd (C),,,útþaninn eiginleiki efnis sem táknar magn varma sem þarf til að hækka hitastig þess um 1 gráðu á Celsíus (eða 1 kelvín),proposed,openstax-mt,,other,5,
heating mantle,hitasveppur,,,,approved,chemistry-society-csv,,other,,
Heisenberg uncertainty principle,,,rule stating that it is impossible to exactly determine both certain conjugate dynamical properties such as the momentum and the position of a particle at the same time. The uncertainty principle is a consequence of quantum particles exhibiting wave–particle duality,,needs_review,openstax-glossary,,other,6,
hemolysis,,,rupture of red blood cells due to the accumulation of excess water by osmosis,,needs_review,openstax-glossary,,other,11,
Henderson-Hasselbalch equation,,,"logarithmic version of the acid ionization constant expression, conveniently formatted for calculating the pH of buffer solutions",,needs_review,openstax-glossary,,other,14,
Henry’s law,,,the proportional relationship between the concentration of dissolved gas in a solution and the partial pressure of the gas in contact with the solution,,needs_review,openstax-glossary,,other,11,
hertz (Hz),,,"the unit of frequency, which is the number of cycles per second, s−1",,needs_review,openstax-glossary,,other,6,
Hess’s law,lögmál Hess,,"if a process can be represented as the sum of several steps, the enthalpy change of the process equals the sum of the enthalpy changes of the steps",ef hægt er að tákna ferli sem summu nokkurra skrefa er vermibreyting ferlisins jöfn summu vermibreytinga skrefanna,proposed,openstax-mt,,other,5,
heterogeneous,misleitur,,,,approved,chemistry-society-csv,,properties,,
heterogeneous catalyst,misleitur hvati,,"catalyst present in a different phase from the reactants, furnishing a surface at which a reaction can occur",hvati sem er í öðrum fasa en hvarfefnin og myndar yfirborð þar sem hvarf getur átt sér stað,proposed,openstax-mt,,other,12,
heterogeneous equilibria,misleitt jafnvægi,,equilibria in which reactants and products occupy two or more different phases,jafnvægi þar sem hvarfefni og myndefni eru í tveimur eða fleiri mismunandi fösum,proposed,openstax-mt,,other,13,
heterogeneous mixture,misleit blanda,,combination of substances with a composition that varies from point to point,blanda efna með samsetningu sem er breytileg eftir staðsetningu,proposed,openstax-mt,,other,1,
hexagonal closest packing (HCP),,,crystalline structure in which close packed layers of atoms or ions are stacked as a series of two alternating layers of different relative orientations (AB),,needs_review,openstax-glossary,,other,10,
high-spin complex,,,complex in which the electrons maximize the total electron spin by singly populating all of the orbitals before pairing two electrons into the lower-energy orbitals,,needs_review,openstax-glossary,,other,19,
hole,,,"(also, interstice) space between atoms within a crystal",,needs_review,openstax-glossary,,other,10,
homogeneous,einsleitur,,,,approved,chemistry-society-csv,,properties,,
homogeneous catalyst,einsleitur hvati,,catalyst present in the same phase as the reactants,hvati sem er í sama fasa og hvarfefnin,proposed,openstax-mt,,other,12,
homogeneous equilibria,einsleitt jafnvægi,,equilibria in which all reactants and products occupy the same phase,jafnvægi þar sem öll hvarfefni og myndefni eru í sama fasa,proposed,openstax-mt,,other,13,
homogeneous mixture,einsleit blanda,,"(also, solution) combination of substances with a composition that is uniform throughout",(einnig lausn) blanda efna með samsetningu sem er einsleit í gegn,proposed,openstax-mt,,other,1,
homonuclear diatomic molecule,,,molecule consisting of two identical atoms,,needs_review,openstax-glossary,,other,8,
hot plate,hitahræra,,,,approved,chemistry-society-csv,,other,,
Hund's rule,regla Hunds,,,,approved,chemistry-society-csv,,other,,
Hund’s rule,,,"every orbital in a subshell is singly occupied with one electron before any one orbital is doubly occupied, and all electrons in singly occupied orbitals have the same spin",,needs_review,openstax-glossary,,other,6,
hybrid orbital,,,orbital created by combining atomic orbitals on a central atom,,needs_review,openstax-glossary,,other,8,
hybridization,,,model that describes the changes in the atomic orbitals of an atom when it forms a covalent compound,,needs_review,openstax-glossary,,other,8,
hydrate,hýdrat,,compound containing one or more water molecules bound within its crystals,efnasamband sem inniheldur eina eða fleiri vatnssameindir bundnar innan kristalla sinna,proposed,openstax-mt,,other,2,
hydration,vötnun,,,,approved,chemistry-society-csv,,other,,
hydrocarbon,kolvetni,,compound composed only of hydrogen and carbon; the major component of fossil fuels,efnasamband sem samanstendur eingöngu af vetni og kolefni; aðalefnið í jarðefnaeldsneyti,proposed,openstax-mt,,other,5,
hydrogen bond,vetnistengi,,,,approved,chemistry-society-csv,,bonding,,
hydrogen bonding,,,"occurs when exceptionally strong dipoles attract; bonding that exists when hydrogen is bonded to one of the three most electronegative elements: F, O, or N",,needs_review,openstax-glossary,,other,10,
hydrogen carbonate,,,"salt of carbonic acid, H2CO3 (containing the anion HCO3−) in which one hydrogen atom has been replaced; an acid carbonate; also known as bicarbonate ion",,needs_review,openstax-glossary,,other,18,
hydrogen halide,,,"binary compound formed between hydrogen and the halogens: HF, HCl, HBr, and HI",,needs_review,openstax-glossary,,other,18,
hydrogen sulfate,,,HSO4− ion,,needs_review,openstax-glossary,,other,18,
hydrogen sulfite,,,HSO3− ion,,needs_review,openstax-glossary,,other,18,
hydrogenation,vetnun,,addition of hydrogen (H2) to reduce a compound,,approved,chemistry-society-csv,,other,18,
hydrolysis,vatnsrof,,,,approved,chemistry-society-csv,,other,,
hydrometallurgy,,,"process in which a metal is separated from a mixture by first converting it into soluble ions, extracting the ions, and then reducing the ions to precipitate the pure metal",,needs_review,openstax-glossary,,other,19,
hydrophilic,vatnssækinn,,,,approved,chemistry-society-csv,,other,,
hydrophobic,vatnsfælinn,,,,approved,chemistry-society-csv,,other,,
hydrostatic pressure,vökvastöðuþrýstingur,,pressure exerted by a fluid due to gravity,þrýstingur sem vökvi beitir vegna þyngdarafls,proposed,openstax-mt,,other,9,
hydroxide,,,compound of a metal with the hydroxide ion OH− or the group −OH,,needs_review,openstax-glossary,,other,18,
hypertonic,yfirþrýstinn,,of greater osmotic pressure,,approved,chemistry-society-csv,,other,11,
hypervalent molecule,,,molecule containing at least one main group element that has more than eight electrons in its valence shell,,needs_review,openstax-glossary,,other,7,
hypothesis,tilgáta,,tentative explanation of observations that acts as a guide for gathering and checking information,bráðabirgðaútskýring á athugunum sem er leiðarvísir við söfnun og yfirferð upplýsinga,proposed,openstax-mt,,other,1,
hypotonic,undirþrýstinn,,of less osmotic pressure,,approved,chemistry-society-csv,,other,11,
ideal gas,kjörgas,,hypothetical gas whose physical properties are perfectly described by the gas laws,tilbúið gas sem eðliseiginleikum þess er fullkomlega lýst með gaslögmálunum,approved,chemistry-society-csv,,other,9,
kjörgasfastinn (R),kjörgasfastinn (R),,,"fasti fenginn úr kjörgasjöfnunni R = 0,08206 L atm mól–1 K–1 eða 8,314 L kPa mól–1 K–1",proposed,openstax-mt,,other,9,
ideal gas law,kjörgaslögmálið,,"relation between the pressure, volume, amount, and temperature of a gas under conditions derived by combination of the simple gas laws","samband milli þrýstings, rúmmáls, magns og hitastigs gass við aðstæður sem fengnar eru með samsetningu einföldu gaslögmálanna",approved,chemistry-society-csv,,other,9,
ideal solution,kjörlausn,,solution that forms with no accompanying energy change,,approved,chemistry-society-csv,,other,11,
immiscible,,,of negligible mutual solubility; typically refers to liquid substances,,needs_review,openstax-glossary,,other,11,
index of hydrogen deficiency,ómettunarstuðull,,,,approved,chemistry-society-csv,,other,,
indicator,litvísir,,substance added to the sample in a titration analysis to permit visual detection of the end point,efni sem bætt er við sýnið í títrunargreiningu til að gera sjónræna greiningu á jafngildispunkti mögulega,approved,chemistry-society-csv,,other,4,
induced dipole,,,temporary dipole formed when the electrons of an atom or molecule are distorted by the instantaneous dipole of a neighboring atom or molecule,,needs_review,openstax-glossary,,other,10,
induced polarization,hrifskautun,,,,approved,chemistry-society-csv,,other,,
induction,span,,,,approved,chemistry-society-csv,,other,,
inductive effect,span áhrif,,,,approved,chemistry-society-csv,,other,,
inert electrode,,,electrode that conducts electrons to and from the reactants in a half-cell but that is not itself oxidized or reduced,,needs_review,openstax-glossary,,other,17,
inert gas,hlutlaust gas,,"(also, noble gas) element in group 18",(einnig eðalgas) frumefni í hópi 18,proposed,openstax-mt,,other,2,
inert pair effect,,,tendency of heavy atoms to form ions in which their valence s electrons are not lost,,needs_review,openstax-glossary,,other,7,
initial concentration,upphafsstyrkur,,,,approved,chemistry-society-csv,,other,,
initial pressure,upphafsþrýstingur,,,,approved,chemistry-society-csv,,other,,
initial rate,upphafshraði,,instantaneous rate of a chemical reaction at t = 0 s (immediately after the reaction has begun),augnablikshraði efnahvarfs við t = 0 s (strax eftir að efnahvarfið hefst),approved,chemistry-society-csv,,other,12,
inner transition metal,innri hliðarmálmur,,"(also, lanthanide or actinide) element in the bottom two rows; if in the first row, also called lanthanide, or if in the second row, also called actinide","(einnig lanþaníð eða aktiníð) frumefni í tveimur neðstu röðunum; ef í fyrstu röðinni, einnig kallað lanþaníð, eða ef í annarri röðinni, einnig kallað aktiníð",proposed,openstax-mt,,other,2,
inorganic,ólífrænn,,,,approved,chemistry-society-csv,,other,,
inorganic chemistry,ólífræn efnafræði,,,,approved,chemistry-society-csv,,other,,
insoluble,torleystur,,of relatively low solubility; dissolving only to a slight extent,með tiltölulega lítinn leysni; leysist aðeins upp að litlu leyti,approved,chemistry-society-csv,,other,4,
instantaneous dipole,,,temporary dipole that occurs for a brief moment in time when the electrons of an atom or molecule are distributed asymmetrically,,needs_review,openstax-glossary,,other,10,
instantaneous rate,augnablikshraði,,"rate of a chemical reaction at any instant in time, determined by the slope of the line tangential to a graph of concentration as a function of time","hvarfhraði efnahvarfs á hverjum tíma, ákvarðaður af halla snertils við línurit yfir styrk sem fall af tíma",approved,chemistry-society-csv,,other,12,
integrated rate law,heildað hraðalögmál,,equation that relates the concentration of a reactant to elapsed time of reaction,jafna sem tengir styrk hvarfefnis við liðinn tíma hvarfs,approved,chemistry-society-csv,,other,12,
intensity,,,"property of wave-propagated energy related to the amplitude of the wave, such as brightness of light or loudness of sound",,needs_review,openstax-glossary,,other,6,
intensive property,eigindlegur eiginleiki,,property of a substance that is independent of the amount of the substance,eiginleiki efnis sem er óháður magni efnisins,proposed,openstax-mt,,other,1,
interaction,víxlverkun,,,,approved,chemistry-society-csv,,other,,
interference pattern,,,pattern typically consisting of alternating bright and dark fringes; it results from constructive and destructive interference of waves,,needs_review,openstax-glossary,,other,6,
interhalogen,,,compound formed from two or more different halogens,,needs_review,openstax-glossary,,other,18,
intermediate,milliefni,,entities produced in one step of a reaction mechanism and consumed in a subsequent step,eindir sem myndast í einu skrefi hvarfgangs og eyðast í síðara skrefi,approved,chemistry-society-csv,,other,12,
intermolecular force,,,"noncovalent attractive force between atoms, molecules, and/or ions",,needs_review,openstax-glossary,,other,10,
intermolecular forces,millisameindakraftar,,,,approved,chemistry-society-csv,,other,,
innri orka (U),innri orka (U),,,heildarsumma allra mögulegra tegunda orku sem er til staðar í efni eða efnum,proposed,openstax-mt,,other,5,
internal radiation therapy,,,"(also, brachytherapy) radiation from a radioactive substance introduced into the body to kill cancer cells",,needs_review,openstax-glossary,,other,21,
interstitial sites,,,spaces between the regular particle positions in any array of atoms or ions,,needs_review,openstax-glossary,,other,10,
intramolecular forces,innansameindakraftar,,,,approved,chemistry-society-csv,,other,,
ion,jón,,electrically charged atom or molecule (contains unequal numbers of protons and electrons),rafmagnslega hlaðið atóm eða sameind (inniheldur ójafnan fjölda róteinda og rafeinda),approved,chemistry-society-csv,,fundamental,2,
ion pair,,,solvated anion/cation pair held together by moderate electrostatic attraction,,needs_review,openstax-glossary,,other,11,
ion-dipole attraction,,,electrostatic attraction between an ion and a polar molecule,,needs_review,openstax-glossary,,other,11,
ionic bond,jónatengi,,electrostatic forces of attraction between the oppositely charged ions of an ionic compound,rafstöðukraftar aðdráttar milli gagnstætt hlaðinna jóna jónaefnis,approved,chemistry-society-csv,,bonding,2,
ionic compound,jónaefni,,"compound composed of cations and anions combined in ratios, yielding an electrically neutral substance",efnasamband sem samanstendur af katjónum og anjónum í ákveðnum hlutföllum sem gefa rafhlutlaust efni,approved,chemistry-society-csv,,other,2,
ionic crystal,jónakristall,,,,approved,chemistry-society-csv,,other,,
ionic equation,jónajafna,,,,approved,chemistry-society-csv,,other,,
ionic formula,jónaformúla,,,,approved,chemistry-society-csv,,other,,
ionic lattice,jónagrind,,,,approved,chemistry-society-csv,,other,,
ionic solid,,,solid composed of positive and negative ions held together by strong electrostatic attractions,,needs_review,openstax-glossary,,other,10,
ionization,jónun,,,,approved,chemistry-society-csv,,other,,
ionization energy,jónunarorka,,energy required to remove an electron from a gaseous atom or ion,,approved,chemistry-society-csv,,other,6,
ionization isomer,,,(or coordination isomer) isomer in which an anionic ligand is replaced by the counter ion in the inner coordination sphere,,needs_review,openstax-glossary,,other,19,
ionizing radiation,,,radiation that can cause a molecule to lose an electron and form an ion,,needs_review,openstax-glossary,,other,21,
irreversible,óafturkræfur,,,,approved,chemistry-society-csv,,other,,
isoelectronic,,,group of ions or atoms that have identical electron configurations,,needs_review,openstax-glossary,,other,6,
isomer,hverfa,,,,approved,chemistry-society-csv,,other,,
isomers,ísómerur,,compounds with the same chemical formula but different structures,efnasambönd með sömu efnaformúlu en ólíka byggingu,proposed,openstax-mt,,other,2,
isomorphous,,,possessing the same crystalline structure,,needs_review,openstax-glossary,,other,10,
isothermal,jafnhita,,,,approved,chemistry-society-csv,,other,,
isotonic,jafnþrýstinn,,of equal osmotic pressure,,approved,chemistry-society-csv,,other,11,
isotope,samsæta,,,,approved,chemistry-society-csv,,other,,
isotopes,samsætur,,atoms that contain the same number of protons but different numbers of neutrons,atóm sem innihalda sama fjölda róteinda en mismunandi fjölda nifteinda,proposed,openstax-mt,,other,2,
joule (J),júl (J),,"SI unit of energy; amount of energy used when a force of 1 newton moves an object 1 meter, 1 J = 1 kg m2/s2 and 4.184 J = 1 cal","SI-eining orku; orkumagn sem notað er þegar kraftur upp á 1 njúton færir hlut um 1 metra, 1 J = 1 kg m2/s2 og 4.184 J = 1 cal",proposed,openstax-mt,,other,5,
kelvin (K),,,SI unit of temperature; 273.15 K = 0 ºC,,needs_review,openstax-glossary,,other,1,
ketone,,,organic compound containing a carbonyl group with two carbon substituents attached to it,,needs_review,openstax-glossary,,other,20,
kilogram (kg),kílógramm (kg),,standard SI unit of mass,stöðluð SI-eining massa,proposed,openstax-mt,,other,1,
kinetic energy,hreyfiorka,,"energy associated with an object's motion, equal to one-half the product of the object's mass and the square of its velocity, 12mv2 (where m = mass and v = velocity)","orka sem tengist hreyfingu hlutar, jöfn helmingi margfeldis massa hlutarins og hraða hans í öðru veldi, 12mv2 (þar sem m = massi og v = hraði)",approved,chemistry-society-csv,,other,5,
kinetic molecular theory,hreyfifræðikenning sameinda,,theory based on simple principles and assumptions that effectively explains ideal gas behavior,kenning sem byggir á einföldum meginreglum og forsendum sem útskýra á áhrifaríkan hátt hegðun kjörgass,proposed,openstax-mt,,other,9,
kinetics,hraðafræði,,,,approved,chemistry-society-csv,,other,,
lab coat,sloppur,,,,approved,chemistry-society-csv,,other,,
lanthanide,lanþaníð,,inner transition metal in the top of the bottom two rows of the periodic table,innri hliðarmálmur í efri af tveimur neðstu röðum lotukerfisins,approved,chemistry-society-csv,,other,2,
lanthanide series,,,"(also, lanthanoid series) lanthanum and the elements in the first row or the f-block, atomic numbers 57–71",,needs_review,openstax-glossary,,other,19,
lanthanides,lanþaníðar,,,,approved,chemistry-society-csv,,other,,
lattice,grind,,,,approved,chemistry-society-csv,,other,,
lattice energy,grindarorka,,,,approved,chemistry-society-csv,,other,,
lattice point,grindarpunktur,,,,approved,chemistry-society-csv,,other,,
law,lögmál,,"statement that summarizes a vast number of experimental observations, and describes or predicts some aspect of the natural world",staðhæfing sem tekur saman fjölda tilraunaathugana og lýsir eða spáir fyrir um einhvern þátt náttúrunnar,proposed,openstax-mt,,other,1,
law of conservation of mass,massavarðveislulögmálið,,,,approved,chemistry-society-csv,,other,,
law of conservation of matter,lögmálið um varðveislu efnis,,"when matter converts from one type to another or changes form, there is no detectable change in the total amount of matter present",þegar efni breytist úr einni tegund í aðra eða breytir um form verður engin greinanleg breyting á heildarmagni efnisins,proposed,openstax-mt,,other,1,
law of constant composition,lögmálið um fasta efnasamsetningu,,"(also, law of definite proportions) all samples of a pure compound contain the same elements in the same proportions by mass","(einnig, lögmálið um föst efnahlutföll) öll sýni af hreinu efnasambandi innihalda sömu frumefnin í sömu hlutföllum miðað við massa",proposed,openstax-mt,,other,2,
law of definite proportions,lögmálið um föst efnahlutföll,,"(also, law of constant composition) all samples of a pure compound contain the same elements in the same proportions by mass","(einnig, lögmálið um fasta efnasamsetningu) öll sýni af hreinu efnasambandi innihalda sömu frumefnin í sömu hlutföllum miðað við massa",proposed,openstax-mt,,other,2,
law of mass action,massavirknilögmálið,,"when a reversible reaction has attained equilibrium at a given temperature, the reaction quotient remains constant","þegar afturkræft hvarf hefur náð jafnvægi við tiltekið hitastig, helst hvarfstuðullinn óbreyttur",approved,chemistry-society-csv,lögmál um massaverkun,other,13,
law of multiple proportions,lögmálið um margföld efnahlutföll,,"when two elements react to form more than one compound, a fixed mass of one element will react with masses of the other element in a ratio of small whole numbers","þegar tvö frumefni hvarfast og mynda fleiri en eitt efnasamband, mun fastur massi af einu frumefni hvarfast við massa hins frumefnisins í hlutfalli lítilla heilla talna",proposed,openstax-mt,,other,2,
Le Châtelier’s principle,Lögmál Le Châteliers,,an equilibrium subjected to stress will shift in a way to counter the stress and re-establish equilibrium,jafnvægi sem verður fyrir álagi mun hliðrast á þann hátt að það vinnur gegn álaginu og kemur aftur á jafnvægi,proposed,openstax-mt,,other,13,
lead acid battery,,,rechargeable battery commonly used in automobiles; it typically comprises six galvanic cells based on Pb half-reactions in acidic solution,,needs_review,openstax-glossary,,other,17,
learning objectives,námsmarkmið,,,,approved,chemistry-society-csv,,other,,
leaving group,farhópur,,,,approved,chemistry-society-csv,,other,,
length,lengd,,measure of one dimension of an object,mælikvarði á eina vídd hlutar,proposed,openstax-mt,,other,1,
leveling effect,,,"observation that acid-base strength of solutes in a given solvent is limited to that of the solvent’s characteristic acid and base species (in water, hydronium and hydroxide ions, respectively)",,needs_review,openstax-glossary,,other,14,
Lewis acid,,,any species that can accept a pair of electrons and form a coordinate covalent bond,,needs_review,openstax-glossary,,other,15,
Lewis acid-base adduct,,,compound or ion that contains a coordinate covalent bond between a Lewis acid and a Lewis base,,needs_review,openstax-glossary,,other,15,
Lewis acid-base chemistry,,,reactions involving the formation of coordinate covalent bonds,,needs_review,openstax-glossary,,other,15,
Lewis base,,,any species that can donate a pair of electrons and form a coordinate covalent bond,,needs_review,openstax-glossary,,other,15,
Lewis structure,,,diagram showing lone pairs and bonding pairs of electrons in a molecule or an ion,,needs_review,openstax-glossary,,other,7,
Lewis structures,Lewis myndir,,,,approved,chemistry-society-csv,,other,,
Lewis symbol,,,symbol for an element or monatomic ion that uses a dot to represent each valence electron in the element or ion,,needs_review,openstax-glossary,,other,7,
ligand,tengill,,molecule or ion acting as a Lewis base in complex ion formation; bonds to the central atom of the complex,,approved,chemistry-society-csv,,other,15,
limiting reactant,takmarkandi hvarfefni,,"reactant present in an amount lower than required by the reaction stoichiometry, thus limiting the amount of product generated",hvarfefni sem er til staðar í minna magni en hlutfallaefnafræði hvarfsins krefst og takmarkar þannig magn myndefnis sem myndast,approved,chemistry-society-csv,,other,4,
line spectrum,,,electromagnetic radiation emitted at discrete wavelengths by a specific atom (or atoms) in an excited state,,needs_review,openstax-glossary,,other,6,
linear,línulegur,,shape in which two outside groups are placed on opposite sides of a central atom,,approved,chemistry-society-csv,,other,7,
linear combination of atomic orbitals,,,technique for combining atomic orbitals to create molecular orbitals,,needs_review,openstax-glossary,,other,8,
linkage isomer,,,coordination compound that possesses a ligand that can bind to the transition metal in two different ways (CN− vs. NC−),,needs_review,openstax-glossary,,other,19,
liquid,vökvi,,state of matter that has a definite volume but indefinite shape,efnishamur sem hefur ákveðið rúmmál en óákveðna lögun,approved,chemistry-society-csv,,states,1,State of matter
liquid crystal,fljótandi kristall,,,,approved,chemistry-society-csv,,other,,
liter (L),lítri (L),,"(also, cubic decimeter) unit of volume; 1 L = 1,000 cm3",(einnig rúmdesimetri) eining rúmmáls; 1 L = 1.000 cm3,proposed,openstax-mt,,other,1,
lithium ion battery,,,"widely used rechargeable battery commonly used in portable electronic devices, based on lithium ion transfer between the anode and cathode",,needs_review,openstax-glossary,,other,17,
lone pair,rafeindapar,,two (a pair of) valence electrons that are not used to form a covalent bond,,approved,chemistry-society-csv,,other,7,
low-spin complex,,,complex in which the electrons minimize the total electron spin by pairing in the lower-energy orbitals before populating the higher-energy orbitals,,needs_review,openstax-glossary,,other,19,
luminous energy,ljósorka,,,,approved,chemistry-society-csv,,other,,
macromonomer,stóreinliða,,,,approved,chemistry-society-csv,,other,,
macroscopic domain,stórsætt svið,,realm of everyday things that are large enough to sense directly by human sight and touch,svið hversdagslegra hluta sem eru nógu stórir til að vera skynjaðir beint með sjón og snertingu manna,proposed,openstax-mt,,other,1,
magic number,,,nuclei with specific numbers of nucleons that are within the band of stability,,needs_review,openstax-glossary,,other,21,
magnetic field,segulsvið,,,,approved,chemistry-society-csv,,other,,
magnetic quantum number,segulskammtatala,,,,approved,chemistry-society-csv,,other,,
magnetic stirrer,segulhræra,,,,approved,chemistry-society-csv,,other,,
main-group element,aðalflokka frumefni,,"(also, representative element) element in groups 1, 2, and 13–18","(einnig, dæmigert frumefni) frumefni í hópum 1, 2 og 13–18",proposed,openstax-mt,,other,2,
malleable,mótanlegur,,,,approved,chemistry-society-csv,,other,,
manometer,þrýstimælir,,device used to measure the pressure of a gas trapped in a container,tæki sem notað er til að mæla þrýsting gass sem er lokað inni í íláti,proposed,openstax-mt,,other,9,
mass,massi,,fundamental property indicating amount of matter,grundvallareiginleiki sem gefur til kynna magn efnis,approved,chemistry-society-csv,,measurements,1,
mass defect,,,difference between the mass of an atom and the summed mass of its constituent subatomic particles (or the mass “lost” when nucleons are brought together to form a nucleus),,needs_review,openstax-glossary,,other,21,
mass number,massatala,,,,approved,chemistry-society-csv,,other,,
mass number (A),massatala (A),,sum of the numbers of neutrons and protons in the nucleus of an atom,summa fjölda nifteinda og róteinda í kjarna atóms,proposed,openstax-mt,,other,2,
mass percentage,massaprósenta,,ratio of solute-to-solution mass expressed as a percentage,"hlutfall massa uppleysts efnis á móti massa lausnar, gefið upp sem prósenta",approved,chemistry-society-csv,,other,3,
mass spectrometer,massagreinir,,,,approved,chemistry-society-csv,,other,,
mass spectrum,massaróf,,,,approved,chemistry-society-csv,,other,,
mass-energy equivalence equation,,,Albert Einstein’s relationship showing that mass and energy are equivalent,,needs_review,openstax-glossary,,other,21,
mass-volume percent,massa-rúmmálsprósenta,,"ratio of solute mass to solution volume, expressed as a percentage","hlutfall massa uppleysts efnis á móti rúmmáli lausnar, gefið upp sem prósenta",proposed,openstax-mt,,other,3,
matter,efni,,anything that occupies space and has mass,allt sem tekur pláss og hefur massa,approved,chemistry-society-csv,,fundamental,1,
mean free path,meðalfrívegalengd,,average distance a molecule travels between collisions,meðalvegalengd sem sameind ferðast á milli árekstra,proposed,openstax-mt,,other,9,
measurement,mæling,,,,approved,chemistry-society-csv,,other,,
measuring cylinder,mæliglas,,,,approved,chemistry-society-csv,,other,,
mechanism,hvarfgangur,,,,approved,chemistry-society-csv,,other,,
melting,bráðnun,,change from a solid state to a liquid state,,approved,chemistry-society-csv,,other,10,
melting point,bræðslumark,,temperature at which the solid and liquid phases of a substance are in equilibrium; see also freezing point,,approved,chemistry-society-csv,,other,10,
meniscus,bjúgflötur,,,,approved,chemistry-society-csv,,other,,
metal,málmur,,"element that is shiny, malleable, good conductor of heat and electricity","frumefni sem er glansandi, mótanlegt, góður leiðari varma og rafmagns",approved,chemistry-society-csv,,other,2,
metal (representative),,,"atoms of the metallic elements of groups 1, 2, 12, 13, 14, 15, and 16, which form ionic compounds by losing electrons from their outer s or p orbitals",,needs_review,openstax-glossary,,other,18,
metallic bond,málmtengi,,,,approved,chemistry-society-csv,,bonding,,
metallic crystal,málmkristall,,,,approved,chemistry-society-csv,,other,,
metallic solid,,,solid composed of metal atoms,,needs_review,openstax-glossary,,other,10,
metalloid,hálfmálmur,,"element that conducts heat and electricity moderately well, and possesses some properties of metals and some properties of nonmetals",frumefni sem leiðir varma og rafmagn í meðallagi vel og býr yfir sumum eiginleikum málma og sumum eiginleikum málmleysingja,approved,chemistry-society-csv,,other,2,
meter (m),metri (m),,standard metric and SI unit of length; 1 m = approximately 1.094 yards,"stöðluð metra- og SI-eining lengdar; 1 m = u.þ.b. 1,094 yardar",proposed,openstax-mt,,other,1,
method of initial rates,aðferð upphafshraða,,common experimental approach to determining rate laws that involves measuring reaction rates at varying initial reactant concentrations,algeng tilraunaaðferð til að ákvarða hraðajöfnur sem felur í sér að mæla hvarfhraða við mismunandi upphafsstyrk hvarfefna,proposed,openstax-mt,,other,12,
micropipette,míkrópípetta,,,,approved,chemistry-society-csv,,other,,
microscopic domain,smásætt svið,,realm of things that are much too small to be sensed directly,svið hluta sem eru allt of litlir til að vera skynjaðir beint,proposed,openstax-mt,,other,1,
microstate,,,possible configuration or arrangement of matter and energy within a system,,needs_review,openstax-glossary,,other,16,
microwave,örbylgja,,,,approved,chemistry-society-csv,,other,,
microwave reactor,örbylgjuhvarfi,,,,approved,chemistry-society-csv,,other,,
millicurie (mCi),,,larger unit for rate of radioactive decay frequently used in medicine; 1 Ci = 3.7 × 1010 disintegrations/s,,needs_review,openstax-glossary,,other,21,
milliliter (mL),millilítri (mL),,"1/1,000 of a liter; equal to 1 cm3",1/1.000 úr lítra; jafngildir 1 cm3,proposed,openstax-mt,,other,1,
miscible,,,mutually soluble in all proportions; typically refers to liquid substances,,needs_review,openstax-glossary,,other,11,
mixture,efnablanda,,matter that can be separated into its components by physical means,efni sem hægt er að aðskilja í efnisþætti sína með eðlisfræðilegum aðferðum,approved,chemistry-society-csv,blanda; blanda,fundamental,1,
molality,mólalstyrkur,,,,approved,chemistry-society-csv,,other,,
molar concentration,mólstyrkur,,,,approved,chemistry-society-csv,,other,,
molar gas constant,gasfastinn,,,,approved,chemistry-society-csv,,other,,
molar mass,mólmassi,,mass in grams of 1 mole of a substance,massi í grömmum af 1 móli af efni,approved,chemistry-society-csv,,concepts,3,
molar ratio,mólhlutfall,,,,approved,chemistry-society-csv,,other,,
molar solubility,mólarleysni,,solubility of a compound expressed in units of moles per liter (mol/L),,approved,chemistry-society-csv,,other,15,
molar volume,mólrúmmál,,,,approved,chemistry-society-csv,,other,,
molarity,mólstyrkur,,,,approved,chemistry-society-csv,,solutions,,
mólstyrkur (M),mólstyrkur (M),,,"styrkleikaeining, skilgreind sem fjöldi móla af uppleystu efni í 1 lítra af lausn",proposed,openstax-mt,,other,3,
mole,mól,,"amount of substance containing the same number of atoms, molecules, ions, or other entities as the number of atoms in exactly 12 grams of 12C","efnismagn sem inniheldur sama fjölda atóma, sameinda, jóna eða annarra eininga og fjöldi atóma í nákvæmlega 12 grömmum af 12C",approved,chemistry-society-csv,,units,3,SI unit
mole fraction,mólhlutfall,,,,approved,chemistry-society-csv,,other,,
mólhlutfall (X),mólhlutfall (X),,,styrkurseining sem er skilgreind sem hlutfall mólmagns íhlutar í efnablöndu og heildarfjölda móla allra íhluta efnablöndunnar,proposed,openstax-mt,,other,9,
molecular compound,sameindaefnasamband,,"(also, covalent compound) composed of molecules formed by atoms of two or more different elements","(einnig, samgilt efnasamband) samsett úr sameindum sem myndast af atómum tveggja eða fleiri mismunandi frumefna",proposed,openstax-mt,,other,2,
